route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1,6,751381,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359387,48163,0,0
1,6,751382,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359388,48163,0,0
1,6,751383,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359390,48163,0,0
1,6,751384,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359392,48163,0,0
1,6,751385,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359394,48163,0,0
1,6,751386,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359396,48163,0,0
1,6,751387,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359398,48163,0,0
1,6,751388,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359400,48163,0,0
1,6,751389,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359402,48163,0,0
1,6,751390,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359404,48163,0,0
1,6,751391,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359405,48163,0,0
1,6,751392,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359389,48163,0,0
1,6,751393,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359391,48163,0,0
1,6,751394,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359393,48163,0,0
1,6,751395,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359395,48163,0,0
1,6,751396,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359397,48163,0,0
1,6,751397,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359399,48163,0,0
1,6,751398,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359401,48163,0,0
1,6,751399,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359403,48163,0,0
1,6,751400,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359406,48163,0,0
1,6,751401,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359387,48163,0,0
1,6,751402,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359388,48163,0,0
1,6,751403,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359390,48163,0,0
1,6,751404,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359392,48163,0,0
1,6,751405,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359394,48163,0,0
1,6,751406,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359396,48163,0,0
1,6,751407,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359398,48163,0,0
1,6,751408,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359400,48163,0,0
1,6,751409,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359402,48163,0,0
1,6,751410,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359404,48163,0,0
1,6,751411,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359405,48163,0,0
1,6,751412,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359407,48163,0,0
1,6,751413,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359389,48163,0,0
1,6,751414,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359391,48163,0,0
1,6,751415,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359393,48163,0,0
1,6,751416,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359395,48163,0,0
1,6,751417,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359397,48163,0,0
1,6,751418,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359399,48163,0,0
1,6,751419,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359401,48163,0,0
1,6,751420,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359403,48163,0,0
1,6,751421,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359406,48163,0,0
1,6,751422,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359387,48163,0,0
1,6,751423,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359388,48163,0,0
1,6,751424,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359390,48163,0,0
1,6,751425,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359409,48163,0,0
1,6,751426,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359392,48163,0,0
1,6,751427,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359394,48163,0,0
1,6,751428,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359396,48163,0,0
1,6,751429,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359398,48163,0,0
1,6,751430,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359400,48163,0,0
1,6,751431,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359402,48163,0,0
1,6,751432,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359408,48163,0,0
1,6,751433,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359404,48163,0,0
1,6,751434,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359405,48163,0,0
1,6,751435,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359407,48163,0,0
1,6,751436,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359389,48163,0,0
1,6,751437,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359391,48163,0,0
1,6,751438,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359393,48163,0,0
1,6,751439,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359395,48163,0,0
1,6,751440,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359397,48163,0,0
1,6,751441,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359399,48163,0,0
1,6,751442,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359401,48163,0,0
1,6,751443,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359403,48163,0,0
1,6,751444,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359406,48163,0,0
1,6,751445,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359387,48163,0,0
1,6,751446,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359388,48163,0,0
1,6,751447,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359390,48163,0,0
1,6,751448,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359409,48163,0,0
1,6,751449,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359392,48163,0,0
1,6,751450,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359394,48163,0,0
1,6,751451,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359396,48163,0,0
1,6,751452,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359398,48163,0,0
1,6,751453,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359400,48163,0,0
1,6,751454,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359402,48163,0,0
1,6,751455,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359408,48163,0,0
1,6,751456,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359404,48163,0,0
1,6,751457,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359405,48163,0,0
1,6,751458,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359407,48163,0,0
1,6,751459,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359391,48163,0,0
1,6,751460,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359393,48163,0,0
1,6,751461,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359397,48163,0,0
1,6,751462,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359399,48163,0,0
1,6,751463,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359403,48163,0,0
1,6,722167,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359387,48163,0,0
1,6,736923,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359390,48163,0,0
1,6,736924,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359409,48163,0,0
1,6,736925,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359394,48163,0,0
1,6,736926,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359396,48162,0,0
1,6,751909,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359400,48163,0,0
1,6,751910,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359408,48163,0,0
1,6,751911,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359405,48163,0,0
1,6,751908,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,,0,359404,48162,0,0
1,6,751464,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359389,48169,0,0
1,6,751465,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359391,48169,0,0
1,6,751466,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359393,48169,0,0
1,6,751467,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359395,48169,0,0
1,6,751468,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359397,48169,0,0
1,6,751469,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359399,48169,0,0
1,6,751470,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359401,48169,0,0
1,6,751471,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359403,48169,0,0
1,6,751472,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359387,48169,0,0
1,6,751473,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359388,48169,0,0
1,6,751474,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359390,48169,0,0
1,6,751475,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359392,48169,0,0
1,6,751476,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359394,48169,0,0
1,6,751477,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359396,48169,0,0
1,6,751478,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359398,48169,0,0
1,6,751479,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359400,48169,0,0
1,6,751480,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359402,48169,0,0
1,6,751481,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359404,48169,0,0
1,6,751482,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359405,48169,0,0
1,6,751483,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359407,48169,0,0
1,6,751484,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359389,48169,0,0
1,6,751485,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359391,48169,0,0
1,6,751486,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359393,48169,0,0
1,6,751487,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359395,48169,0,0
1,6,751488,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359397,48169,0,0
1,6,751489,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359399,48169,0,0
1,6,751490,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359401,48169,0,0
1,6,751491,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359403,48169,0,0
1,6,751492,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359406,48169,0,0
1,6,751493,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359387,48169,0,0
1,6,751494,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359388,48169,0,0
1,6,751495,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359390,48169,0,0
1,6,751496,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359392,48169,0,0
1,6,751497,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359394,48169,0,0
1,6,751498,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359396,48169,0,0
1,6,751499,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359398,48169,0,0
1,6,751500,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359400,48169,0,0
1,6,751501,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359402,48169,0,0
1,6,751502,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359408,48169,0,0
1,6,751503,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359404,48169,0,0
1,6,751504,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359405,48169,0,0
1,6,751505,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359407,48169,0,0
1,6,751506,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359389,48169,0,0
1,6,751507,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359391,48169,0,0
1,6,751508,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359393,48169,0,0
1,6,751509,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359395,48169,0,0
1,6,751510,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359397,48169,0,0
1,6,751511,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359399,48169,0,0
1,6,751512,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359401,48169,0,0
1,6,751513,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359403,48169,0,0
1,6,751514,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359406,48169,0,0
1,6,751515,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359387,48169,0,0
1,6,751516,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359388,48169,0,0
1,6,751517,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359390,48169,0,0
1,6,751518,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359409,48169,0,0
1,6,751519,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359392,48169,0,0
1,6,751520,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359394,48169,0,0
1,6,751521,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359396,48169,0,0
1,6,751522,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359398,48169,0,0
1,6,751523,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359400,48169,0,0
1,6,751524,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359402,48169,0,0
1,6,751525,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359408,48169,0,0
1,6,751526,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359404,48169,0,0
1,6,751527,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359405,48169,0,0
1,6,751528,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359407,48169,0,0
1,6,751529,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359389,48169,0,0
1,6,751530,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359391,48169,0,0
1,6,751531,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359393,48169,0,0
1,6,751532,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359395,48169,0,0
1,6,751533,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359397,48169,0,0
1,6,751534,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359399,48169,0,0
1,6,751535,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359401,48169,0,0
1,6,751536,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359403,48169,0,0
1,6,751537,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359406,48169,0,0
1,6,751538,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359387,48169,0,0
1,6,751539,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359390,48169,0,0
1,6,751540,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359409,48169,0,0
1,6,751541,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359394,48169,0,0
1,6,751542,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359396,48169,0,0
1,6,751543,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359400,48169,0,0
1,6,751544,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359408,48169,0,0
1,6,722219,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359404,48169,0,0
1,6,736927,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359405,48169,0,0
1,6,736928,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359407,48169,0,0
1,6,736929,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359391,48169,0,0
1,6,736930,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359393,48168,0,0
1,6,751913,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359397,48169,0,0
1,6,751914,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359399,48169,0,0
1,6,751915,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359403,48169,0,0
1,6,751912,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,,1,359387,48168,0,0
2,6,751545,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359427,48179,0,0
2,6,751546,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359429,48179,0,0
2,6,751547,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359431,48179,0,0
2,6,751548,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359433,48179,0,0
2,6,751549,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359435,48179,0,0
2,6,751550,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359437,48179,0,0
2,6,751551,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359426,48179,0,0
2,6,751552,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359428,48179,0,0
2,6,751553,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359430,48179,0,0
2,6,751554,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359432,48179,0,0
2,6,751555,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359434,48179,0,0
2,6,751556,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359436,48179,0,0
2,6,751557,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359438,48179,0,0
2,6,751558,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359439,48179,0,0
2,6,751559,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359440,48179,0,0
2,6,751560,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359427,48179,0,0
2,6,751561,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359429,48179,0,0
2,6,751562,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359431,48179,0,0
2,6,751564,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359433,48179,0,0
2,6,751565,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359435,48179,0,0
2,6,751566,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359437,48179,0,0
2,6,751567,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359443,48179,0,0
2,6,751568,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359426,48179,0,0
2,6,751569,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359445,48179,0,0
2,6,751570,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359428,48179,0,0
2,6,751571,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359446,48179,0,0
2,6,751572,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359430,48179,0,0
2,6,751573,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359432,48179,0,0
2,6,751574,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359448,48179,0,0
2,6,751575,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359441,48179,0,0
2,6,751576,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359434,48179,0,0
2,6,751577,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359436,48179,0,0
2,6,751578,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359442,48179,0,0
2,6,751579,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359438,48179,0,0
2,6,751580,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359439,48179,0,0
2,6,751581,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359444,48179,0,0
2,6,751582,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359440,48179,0,0
2,6,751583,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359427,48179,0,0
2,6,751584,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359447,48179,0,0
2,6,751585,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359429,48179,0,0
2,6,751586,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359431,48179,0,0
2,6,751587,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359449,48179,0,0
2,6,751588,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359433,48179,0,0
2,6,751589,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359435,48179,0,0
2,6,751590,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359437,48179,0,0
2,6,751591,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359443,48179,0,0
2,6,751592,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359426,48179,0,0
2,6,751593,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359445,48179,0,0
2,6,751594,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359428,48179,0,0
2,6,751595,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359446,48179,0,0
2,6,751596,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359430,48179,0,0
2,6,751597,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359432,48179,0,0
2,6,751598,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359448,48179,0,0
2,6,751599,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359441,48179,0,0
2,6,751600,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359434,48179,0,0
2,6,751601,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359436,48179,0,0
2,6,751602,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359442,48179,0,0
2,6,751603,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359438,48179,0,0
2,6,751604,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359439,48179,0,0
2,6,751605,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359450,48179,0,0
2,6,751606,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359444,48179,0,0
2,6,751607,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359440,48179,0,0
2,6,751608,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359427,48179,0,0
2,6,751609,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359447,48179,0,0
2,6,751610,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359429,48179,0,0
2,6,751611,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359431,48179,0,0
2,6,751612,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359433,48179,0,0
2,6,751613,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359435,48179,0,0
2,6,751614,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359443,48179,0,0
2,6,751616,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359426,48179,0,0
2,6,751617,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359428,48179,0,0
2,6,751619,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359430,48179,0,0
2,6,751620,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359432,48179,0,0
2,6,751622,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359441,48179,0,0
2,6,723055,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359434,48179,0,0
2,6,736932,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359442,48179,0,0
2,6,736933,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359438,48179,0,0
2,6,736934,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359450,48179,0,0
2,6,736931,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359444,48177,0,0
2,6,751917,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359427,48179,0,0
2,6,751918,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359429,48179,0,0
2,6,751919,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359433,48179,0,0
2,6,751916,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,359435,48177,0,0
2,6,751623,2 EAST MAIN NORTH HIGH TO HIGH AND FENWAY,,1,359426,48189,0,0
2,6,751624,2 EAST MAIN NORTH HIGH TO HIGH AND FENWAY,,1,359428,48189,0,0
